B2B Sales Region,Company Name,Fiscal Period,Created Date,Close Date,Age,Stage(SFDC),Probability (%),Forecast Category,Marketing Name,Product Description,Quantity,Total Price (Local),Total Price (converted USD),Product Number,Product Line,Life Cycle Status,Last Modified Date,Deal ID,Product Group Name,Company Segmentation,Company Designation,Account Category,Account Record Type,Account Type,FY,FQ
GEM,GlobalCorp023 Industries,2026-Q2,2023-09-21,2027-05-22,122,Pipeline,39,Commit,MeetUp,MeetUp - Business Edition,164,333781.25,333781.25,960-100001,Line-01,Active,2025-03-12,006815692878QAN,PC Keyboards & Combos Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2026,Q2
GCN,LocalBiz034 Solutions,2026-Q4,2023-12-05,2026-06-04,7,Closed Won,1,Closed,Rally Bar,Rally Bar - Business Edition,152,175549.51,175549.51,960-100000,Line-00,Active,2025-08-01,006511790528QAN,Video Collaboration Group,Enterprise,,Named,End Customer,Local Customer,2026,Q4
GEM,GlobalCorp020 Industries,2025-Q1,2023-11-17,2025-12-18,369,Closed Won,1,Closed,Tap Controller,Tap Controller - Business Edition,171,203204.39,203204.39,960-100002,Line-02,Active,2025-05-08,006592176289QAN,Webcams Group,Global,Strategic,Territory,End Customer,Global Strategic Customer,2025,Q1
GCN,LocalBiz087 Solutions,2024-Q3,2023-11-03,2024-01-13,75,Closed Won,1,Closed,MeetUp,MeetUp - Business Edition,69,49958.48,49958.48,960-100001,Line-01,Active,2025-10-27,006997064365QAN,PC Keyboards & Combos Group,SMB,Territory,Territory,End Customer,Local Customer,2024,Q3
NAM,LocalBiz078 Solutions,2026-Q4,2023-05-10,2026-06-27,124,Closed Won,1,Closed,MX Keys for Business,MX Keys for Business - Business Edition,30,13009.23,13009.23,960-100004,Line-04,Active,2025-07-06,006542136259QAN,Pointing Devices Group,SMB,,Territory,End Customer,Local Customer,2026,Q4
EAD,LocalBiz095 Solutions,2027-Q1,2023-01-13,2028-01-13,162,Need Assessment,62,Upside,MX Master 3S,MX Master 3S - Business Edition,68,200009.86,200009.86,960-100005,Line-05,Active,2025-03-10,006429917793QAN,VC Services Group,Enterprise,Named,Territory,End Customer,Local Customer,2027,Q1
GCN,LocalBiz080 Solutions,2024-Q3,2023-08-03,2024-12-21,397,Closed Won,1,Closed,Zone Wireless Plus,Zone Wireless Plus - Business Edition,68,73063.77,73063.77,960-100006,Line-06,Active,2025-11-04,006751884978QAN,VC Headsets Group,Enterprise,Territory,Named,End Customer,Local Customer,2024,Q3
EAD,GlobalCorp017 Industries,2025-Q1,2023-08-05,2026-06-25,145,Commit,45,Commit,Rugged Combo 4,Rugged Combo 4 - Business Edition,19,12233.54,12233.54,960-100007,Line-07,Active,2025-11-21,006525719649QAN,Tablet Keyboards Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2025,Q1
GCN,LocalBiz025 Solutions,2027-Q2,2023-09-14,2027-06-11,12,Closed Won,1,Closed,Zone Wireless Plus,Zone Wireless Plus - Business Edition,5,11964.61,11964.61,960-100006,Line-06,Phase out,2025-03-19,006155415449QAN,VC Headsets Group,Enterprise,,Territory,End Customer,Local Customer,2027,Q2
GEM,LocalBiz079 Solutions,2026-Q1,2023-11-11,2026-06-11,192,Closed Won,1,Closed,Rally Bar,Rally Bar - Business Edition,190,436487.89,436487.89,960-100000,Line-00,Active,2025-02-17,006596400050QAN,Video Collaboration Group,SMB,Territory,Named,End Customer,Local Customer,2026,Q1
GCN,LocalBiz049 Solutions,2027-Q2,2023-04-13,2027-04-07,337,Commit,81,Upside,Tap Controller,Tap Controller - Business Edition,48,143451.01,143451.01,960-100002,Line-02,Active,2025-03-27,006232242244QAN,Webcams Group,Enterprise,Territory,Named,End Customer,Local Customer,2027,Q2
GCN,LocalBiz018 Solutions,2026-Q1,2023-05-16,2026-06-22,204,Closed Won,1,Closed,Tap Controller,Tap Controller - Business Edition,54,86687.13,86687.13,960-100002,Line-02,Active,2025-08-03,006222742045QAN,Webcams Group,SMB,Named,Named,End Customer,Local Customer,2026,Q1
GEM,LocalBiz065 Solutions,2025-Q1,2023-01-04,2025-10-17,25,Closed Won,1,Closed,Rugged Combo 4,Rugged Combo 4 - Business Edition,71,4035.41,4035.41,960-100007,Line-07,Active,2025-05-13,006114722791QAN,Tablet Keyboards Group,Enterprise,,Territory,End Customer,Local Customer,2025,Q1
GEM,GlobalCorp005 Industries,2027-Q2,2023-09-02,2027-01-04,384,Pipeline,13,Commit,Tap Controller,Tap Controller - Business Edition,194,69450.48,69450.48,960-100002,Line-02,Active,2025-11-03,006311013191QAN,Webcams Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2027,Q2
NAM,GlobalCorp014 Industries,2027-Q2,2023-08-17,2027-02-13,375,Closed Won,1,Closed,Tap Controller,Tap Controller - Business Edition,123,321446.42,321446.42,960-100002,Line-02,Active,2025-12-16,006315719099QAN,Webcams Group,Global,Strategic,Territory,End Customer,Global Strategic Customer,2027,Q2
NAM,LocalBiz037 Solutions,2026-Q2,2023-08-23,2026-12-02,27,Closed Won,1,Closed,Zone Wireless Plus,Zone Wireless Plus - Business Edition,195,471953.45,471953.45,960-100006,Line-06,Active,2025-07-21,006496128038QAN,VC Headsets Group,SMB,Named,Named,End Customer,Local Customer,2026,Q2
NAM,GlobalCorp017 Industries,2026-Q3,2023-01-23,2026-05-19,23,Closed Won,1,Closed,MX Keys for Business,MX Keys for Business - Business Edition,19,37260.17,37260.17,960-100004,Line-04,LTS,2025-10-10,006406798051QAN,Pointing Devices Group,Global,Strategic,Territory,End Customer,Global Strategic Customer,2026,Q3
EAD,LocalBiz025 Solutions,2024-Q4,2023-11-23,2025-05-24,264,Pipeline,21,Upside,MX Master 3S,MX Master 3S - Business Edition,30,47535.04,47535.04,960-100005,Line-05,Active,2025-02-18,006416874487QAN,VC Services Group,SMB,Territory,Territory,End Customer,Local Customer,2024,Q4
GCN,LocalBiz098 Solutions,2027-Q2,2023-06-06,2027-09-17,209,Closed Won,1,Closed,Slim Folio Pro,Slim Folio Pro - Business Edition,93,17503.82,17503.82,960-100009,Line-09,Active,2025-02-08,006116406440QAN,Headsets Group,Enterprise,Named,Territory,End Customer,Local Customer,2027,Q2
GCN,LocalBiz040 Solutions,2027-Q2,2023-04-04,2027-01-11,338,Closed Won,1,Closed,Tap Controller,Tap Controller - Business Edition,137,347432.02,347432.02,960-100002,Line-02,LTS,2025-03-17,006646808005QAN,Webcams Group,SMB,Named,Territory,End Customer,Local Customer,2027,Q2
GCN,LocalBiz027 Solutions,2025-Q3,2023-07-10,2025-07-26,175,Closed Won,1,Closed,Rally Bar,Rally Bar - Business Edition,60,114990.0,114990.0,960-100000,Line-00,Active,2025-05-11,006814619916QAN,Video Collaboration Group,SMB,,Named,End Customer,Local Customer,2025,Q3
EAD,LocalBiz004 Solutions,2024-Q3,2023-05-22,2024-09-21,304,Pipeline,37,Pipeline,BRIO 4K Webcam,BRIO 4K Webcam - Business Edition,140,419779.56,419779.56,960-100003,Line-03,Active,2025-02-14,006189252066QAN,Tablet Keyboards Education Group,SMB,,Territory,End Customer,Local Customer,2024,Q3
EAD,LocalBiz076 Solutions,2026-Q3,2023-09-06,2026-05-13,310,Closed Won,1,Closed,BRIO 4K Webcam,BRIO 4K Webcam - Business Edition,31,67362.34,67362.34,960-100003,Line-03,LTS,2025-01-04,006863701868QAN,Tablet Keyboards Education Group,SMB,,Named,End Customer,Local Customer,2026,Q3
GCN,LocalBiz016 Solutions,2026-Q3,2023-12-21,2026-07-04,28,Closed Won,1,Closed,MeetUp,MeetUp - Business Edition,3,2943.3,2943.3,960-100001,Line-01,Active,2025-06-01,006702218851QAN,PC Keyboards & Combos Group,Enterprise,Territory,Named,End Customer,Local Customer,2026,Q3
EAD,LocalBiz095 Solutions,2026-Q3,2023-06-24,2027-10-21,258,Commit,23,Commit,MX Keys for Business,MX Keys for Business - Business Edition,74,6907.57,6907.57,960-100004,Line-04,Active,2025-03-15,006444640101QAN,Pointing Devices Group,Enterprise,,Named,End Customer,Local Customer,2026,Q3
NAM,GlobalCorp012 Industries,2025-Q4,2023-01-20,2025-11-25,119,Closed Won,1,Closed,BRIO 4K Webcam,BRIO 4K Webcam - Business Edition,122,192899.72,192899.72,960-100003,Line-03,Active,2025-01-08,006664866651QAN,Tablet Keyboards Education Group,Global,Strategic,Territory,End Customer,Global Strategic Customer,2025,Q4
GCN,LocalBiz047 Solutions,2025-Q3,2023-05-25,2025-09-02,33,Closed Won,1,Closed,MX Keys for Business,MX Keys for Business - Business Edition,134,178856.16,178856.16,960-100004,Line-04,Active,2025-07-20,006709283896QAN,Pointing Devices Group,Enterprise,Territory,Territory,End Customer,Local Customer,2025,Q3
EAD,GlobalCorp012 Industries,2027-Q1,2023-07-25,2027-07-04,45,Pipeline,68,Upside,Tap Controller,Tap Controller - Business Edition,160,432120.61,432120.61,960-100002,Line-02,Active,2025-02-02,006356480379QAN,Webcams Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2027,Q1
GCN,LocalBiz015 Solutions,2026-Q2,2023-06-09,2026-08-20,17,Upside,68,Commit,MeetUp,MeetUp - Business Edition,75,216762.5,216762.5,960-100001,Line-01,Active,2025-10-25,006625762585QAN,PC Keyboards & Combos Group,SMB,Territory,Named,End Customer,Local Customer,2026,Q2
GEM,GlobalCorp010 Industries,2027-Q1,2023-12-11,2027-11-13,321,Closed Won,1,Closed,MX Keys for Business,MX Keys for Business - Business Edition,104,283289.95,283289.95,960-100004,Line-04,Active,2025-04-06,006273965527QAN,Pointing Devices Group,Global,Strategic,Territory,End Customer,Global Strategic Customer,2027,Q1
GEM,LocalBiz031 Solutions,2026-Q3,2023-08-22,2027-01-18,161,Pipeline,59,Commit,MX Keys for Business,MX Keys for Business - Business Edition,84,160542.42,160542.42,960-100004,Line-04,Active,2025-10-21,006427444932QAN,Pointing Devices Group,Enterprise,,Territory,End Customer,Local Customer,2026,Q3
GCN,LocalBiz009 Solutions,2024-Q4,2023-01-17,2024-03-06,240,Closed Won,1,Closed,Rugged Combo 4,Rugged Combo 4 - Business Edition,172,464080.13,464080.13,960-100007,Line-07,Obsolete,2025-02-11,006709276766QAN,Tablet Keyboards Group,SMB,Territory,Territory,End Customer,Local Customer,2024,Q4
GEM,LocalBiz079 Solutions,2025-Q2,2023-05-25,2026-08-27,274,Upside,28,Upside,Slim Folio Pro,Slim Folio Pro - Business Edition,190,328727.05,328727.05,960-100009,Line-09,Active,2025-06-18,006160945797QAN,Headsets Group,SMB,Named,Territory,End Customer,Local Customer,2025,Q2
GEM,LocalBiz079 Solutions,2027-Q1,2023-08-13,2027-01-11,362,Closed Won,1,Closed,MX Keys for Business,MX Keys for Business - Business Edition,80,234644.67,234644.67,960-100004,Line-04,Active,2025-04-15,006703937600QAN,Pointing Devices Group,Enterprise,Named,Named,End Customer,Local Customer,2027,Q1
EAD,LocalBiz010 Solutions,2025-Q2,2023-12-10,2025-06-22,255,Closed Won,1,Closed,Combo Touch,Combo Touch - Business Edition,165,12649.47,12649.47,960-100008,Line-08,Active,2025-08-10,006407820283QAN,Gaming PC Group,Enterprise,,Territory,End Customer,Local Customer,2025,Q2
GEM,LocalBiz037 Solutions,2025-Q4,2023-11-02,2025-09-03,129,Closed Won,1,Closed,Slim Folio Pro,Slim Folio Pro - Business Edition,9,4533.58,4533.58,960-100009,Line-09,Active,2025-07-17,006681726018QAN,Headsets Group,Enterprise,,Territory,End Customer,Local Customer,2025,Q4
EAD,GlobalCorp020 Industries,2025-Q3,2023-02-13,2025-03-17,116,Closed Won,1,Closed,Zone Wireless Plus,Zone Wireless Plus - Business Edition,91,78520.84,78520.84,960-100006,Line-06,Active,2025-05-27,006811263313QAN,VC Headsets Group,Global,Strategic,Territory,End Customer,Global Strategic Customer,2025,Q3
EAD,LocalBiz036 Solutions,2026-Q4,2023-05-26,2027-04-23,193,Commit,26,Commit,Slim Folio Pro,Slim Folio Pro - Business Edition,59,41389.43,41389.43,960-100009,Line-09,LTS,2025-09-04,006450565060QAN,Headsets Group,SMB,Named,Territory,End Customer,Local Customer,2026,Q4
GCN,GlobalCorp011 Industries,2026-Q2,2023-07-15,2026-03-12,327,Closed Won,1,Closed,Slim Folio Pro,Slim Folio Pro - Business Edition,115,101586.79,101586.79,960-100009,Line-09,Active,2025-05-21,006156299981QAN,Headsets Group,Global,Strategic,Territory,End Customer,Global Strategic Customer,2026,Q2
GCN,GlobalCorp023 Industries,2026-Q4,2023-07-14,2027-04-13,324,Commit,24,Upside,Rugged Combo 4,Rugged Combo 4 - Business Edition,41,37814.27,37814.27,960-100007,Line-07,Active,2025-03-15,006361471511QAN,Tablet Keyboards Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2026,Q4
EAD,LocalBiz011 Solutions,2025-Q2,2023-07-21,2026-08-10,248,Pipeline,32,Pipeline,BRIO 4K Webcam,BRIO 4K Webcam - Business Edition,67,105270.08,105270.08,960-100003,Line-03,Active,2025-05-09,006100049976QAN,Tablet Keyboards Education Group,Enterprise,Named,Named,End Customer,Local Customer,2025,Q2
EAD,LocalBiz092 Solutions,2025-Q4,2023-04-03,2025-10-08,384,Closed Won,1,Closed,Zone Wireless Plus,Zone Wireless Plus - Business Edition,103,97580.78,97580.78,960-100006,Line-06,Active,2025-04-12,006800282366QAN,VC Headsets Group,SMB,Territory,Territory,End Customer,Local Customer,2025,Q4
GEM,LocalBiz082 Solutions,2026-Q1,2023-06-04,2027-05-25,39,Pipeline,25,Commit,Tap Controller,Tap Controller - Business Edition,185,211691.06,211691.06,960-100002,Line-02,Active,2025-05-08,006791550960QAN,Webcams Group,Enterprise,Named,Territory,End Customer,Local Customer,2026,Q1
NAM,LocalBiz030 Solutions,2026-Q4,2023-09-17,2026-02-09,324,Pipeline,57,Upside,Rally Bar,Rally Bar - Business Edition,139,264639.38,264639.38,960-100000,Line-00,Active,2025-05-05,006540302693QAN,Video Collaboration Group,Enterprise,,Named,End Customer,Local Customer,2026,Q4
GEM,LocalBiz036 Solutions,2025-Q1,2023-11-06,2025-09-24,1,Closed Won,1,Closed,MeetUp,MeetUp - Business Edition,104,60484.06,60484.06,960-100001,Line-01,Active,2025-10-07,006531522300QAN,PC Keyboards & Combos Group,Enterprise,Named,Territory,End Customer,Local Customer,2025,Q1
EAD,LocalBiz028 Solutions,2027-Q1,2023-03-17,2027-09-13,63,Closed Won,1,Closed,MX Master 3S,MX Master 3S - Business Edition,6,12073.09,12073.09,960-100005,Line-05,Active,2025-07-01,006366219344QAN,VC Services Group,Enterprise,Territory,Named,End Customer,Local Customer,2027,Q1
NAM,LocalBiz061 Solutions,2024-Q3,2023-02-23,2024-04-03,388,Closed Won,1,Closed,Rugged Combo 4,Rugged Combo 4 - Business Edition,78,165821.32,165821.32,960-100007,Line-07,Active,2025-03-06,006299416696QAN,Tablet Keyboards Group,Enterprise,Territory,Named,End Customer,Local Customer,2024,Q3
NAM,LocalBiz020 Solutions,2025-Q3,2023-03-19,2025-11-16,204,Closed Won,1,Closed,MX Master 3S,MX Master 3S - Business Edition,13,37524.04,37524.04,960-100005,Line-05,Active,2025-11-10,006352501080QAN,VC Services Group,SMB,,Territory,End Customer,Local Customer,2025,Q3
GEM,LocalBiz066 Solutions,2024-Q4,2023-03-18,2024-09-05,272,Commit,60,Commit,Rugged Combo 4,Rugged Combo 4 - Business Edition,7,6810.62,6810.62,960-100007,Line-07,Active,2025-08-01,006309846384QAN,Tablet Keyboards Group,SMB,,Territory,End Customer,Local Customer,2024,Q4
NAM,LocalBiz097 Solutions,2025-Q3,2023-05-22,2025-01-06,376,Closed Won,1,Closed,Rally Bar,Rally Bar - Business Edition,5,11057.31,11057.31,960-100000,Line-00,Active,2025-02-16,006458469096QAN,Video Collaboration Group,Enterprise,,Named,End Customer,Local Customer,2025,Q3
GEM,LocalBiz057 Solutions,2024-Q4,2023-07-14,2024-07-04,215,Closed Won,1,Closed,Rally Bar,Rally Bar - Business Edition,141,333513.28,333513.28,960-100000,Line-00,Active,2025-06-24,006219626780QAN,Video Collaboration Group,Enterprise,,Territory,End Customer,Local Customer,2024,Q4
GCN,LocalBiz053 Solutions,2026-Q3,2023-09-05,2027-10-17,82,Need Assessment,50,Pipeline,MeetUp,MeetUp - Business Edition,6,9995.79,9995.79,960-100001,Line-01,Active,2025-12-07,006161316090QAN,PC Keyboards & Combos Group,Enterprise,Territory,Named,End Customer,Local Customer,2026,Q3
GEM,GlobalCorp010 Industries,2024-Q4,2023-07-07,2024-02-24,219,Closed Won,1,Closed,Slim Folio Pro,Slim Folio Pro - Business Edition,166,482592.73,482592.73,960-100009,Line-09,Active,2025-06-20,006303112410QAN,Headsets Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2024,Q4
GEM,LocalBiz025 Solutions,2025-Q2,2023-11-10,2025-02-21,73,Closed Won,1,Closed,MeetUp,MeetUp - Business Edition,150,434519.3,434519.3,960-100001,Line-01,Active,2025-06-09,006210622138QAN,PC Keyboards & Combos Group,SMB,,Territory,End Customer,Local Customer,2025,Q2
GEM,LocalBiz030 Solutions,2025-Q2,2023-05-27,2026-09-10,248,Upside,31,Commit,MX Keys for Business,MX Keys for Business - Business Edition,79,53609.46,53609.46,960-100004,Line-04,Active,2025-12-01,006166120560QAN,Pointing Devices Group,SMB,Territory,Named,End Customer,Local Customer,2025,Q2
NAM,LocalBiz039 Solutions,2026-Q3,2023-06-16,2026-01-10,166,Closed Won,1,Closed,BRIO 4K Webcam,BRIO 4K Webcam - Business Edition,73,184501.28,184501.28,960-100003,Line-03,Active,2025-02-27,006888482101QAN,Tablet Keyboards Education Group,Enterprise,Named,Territory,End Customer,Local Customer,2026,Q3
GCN,LocalBiz006 Solutions,2025-Q3,2023-12-17,2026-04-27,43,Upside,50,Commit,Combo Touch,Combo Touch - Business Edition,155,11890.02,11890.02,960-100008,Line-08,Active,2025-08-07,006955859568QAN,Gaming PC Group,SMB,,Named,End Customer,Local Customer,2025,Q3
GCN,GlobalCorp023 Industries,2025-Q2,2023-11-18,2025-01-25,318,Closed Won,1,Closed,MX Keys for Business,MX Keys for Business - Business Edition,43,33552.96,33552.96,960-100004,Line-04,Active,2025-11-16,006448533073QAN,Pointing Devices Group,Global,Strategic,Territory,End Customer,Global Strategic Customer,2025,Q2
NAM,LocalBiz019 Solutions,2024-Q4,2023-01-23,2024-04-27,376,Commit,17,Upside,Rugged Combo 4,Rugged Combo 4 - Business Edition,174,212710.14,212710.14,960-100007,Line-07,Active,2025-01-09,006985697020QAN,Tablet Keyboards Group,Enterprise,Territory,Territory,End Customer,Local Customer,2024,Q4
EAD,LocalBiz078 Solutions,2024-Q3,2023-02-26,2024-06-05,363,Commit,69,Commit,Combo Touch,Combo Touch - Business Edition,82,194568.92,194568.92,960-100008,Line-08,Active,2025-04-18,006741334523QAN,Gaming PC Group,Enterprise,,Named,End Customer,Local Customer,2024,Q3
GEM,LocalBiz008 Solutions,2024-Q4,2023-11-22,2024-11-26,88,Closed Won,1,Closed,Combo Touch,Combo Touch - Business Edition,4,7164.75,7164.75,960-100008,Line-08,EOM,2025-01-23,006785781965QAN,Gaming PC Group,Enterprise,Territory,Territory,End Customer,Local Customer,2024,Q4
GEM,LocalBiz085 Solutions,2025-Q4,2023-03-13,2025-05-17,303,Closed Won,1,Closed,Slim Folio Pro,Slim Folio Pro - Business Edition,92,184869.14,184869.14,960-100009,Line-09,Active,2025-03-04,006268308804QAN,Headsets Group,Enterprise,Named,Named,End Customer,Local Customer,2025,Q4
EAD,LocalBiz039 Solutions,2026-Q2,2023-07-14,2026-09-21,32,Closed Won,1,Closed,Slim Folio Pro,Slim Folio Pro - Business Edition,52,136462.33,136462.33,960-100009,Line-09,Active,2025-05-04,006667865965QAN,Headsets Group,SMB,,Territory,End Customer,Local Customer,2026,Q2
GEM,LocalBiz020 Solutions,2026-Q1,2023-07-22,2026-01-21,118,Closed Won,1,Closed,Combo Touch,Combo Touch - Business Edition,6,10094.67,10094.67,960-100008,Line-08,Active,2025-07-17,006507083083QAN,Gaming PC Group,SMB,Territory,Named,End Customer,Local Customer,2026,Q1
NAM,LocalBiz051 Solutions,2026-Q3,2023-04-15,2026-09-15,112,Closed Won,1,Closed,MX Keys for Business,MX Keys for Business - Business Edition,87,50355.35,50355.35,960-100004,Line-04,Active,2025-01-23,006108556135QAN,Pointing Devices Group,Enterprise,Territory,Named,End Customer,Local Customer,2026,Q3
GEM,LocalBiz037 Solutions,2027-Q2,2023-10-19,2027-06-22,122,Closed Won,1,Closed,Rally Bar,Rally Bar - Business Edition,158,16816.01,16816.01,960-100000,Line-00,Active,2025-12-19,006608588705QAN,Video Collaboration Group,Enterprise,Territory,Named,End Customer,Local Customer,2027,Q2
GCN,LocalBiz077 Solutions,2026-Q1,2023-08-11,2026-06-19,137,Closed Won,1,Closed,MX Master 3S,MX Master 3S - Business Edition,143,323280.36,323280.36,960-100005,Line-05,Active,2025-01-19,006868706754QAN,VC Services Group,SMB,,Territory,End Customer,Local Customer,2026,Q1
GCN,LocalBiz011 Solutions,2024-Q3,2023-01-21,2024-02-19,320,Closed Won,1,Closed,MX Master 3S,MX Master 3S - Business Edition,129,246736.47,246736.47,960-100005,Line-05,EOM,2025-07-24,006924950041QAN,VC Services Group,Enterprise,Territory,Named,End Customer,Local Customer,2024,Q3
NAM,LocalBiz042 Solutions,2026-Q4,2023-01-11,2026-10-17,25,Commit,12,Upside,Zone Wireless Plus,Zone Wireless Plus - Business Edition,53,124054.1,124054.1,960-100006,Line-06,LTS,2025-11-26,006114054779QAN,VC Headsets Group,Enterprise,Named,Territory,End Customer,Local Customer,2026,Q4
GEM,GlobalCorp025 Industries,2025-Q4,2023-12-19,2026-08-01,118,Pipeline,80,Commit,Combo Touch,Combo Touch - Business Edition,86,218251.85,218251.85,960-100008,Line-08,Active,2025-03-02,006763867304QAN,Gaming PC Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2025,Q4
NAM,GlobalCorp015 Industries,2025-Q1,2023-08-22,2025-09-08,6,Closed Won,1,Closed,MeetUp,MeetUp - Business Edition,179,157269.72,157269.72,960-100001,Line-01,Active,2025-09-08,006520597070QAN,PC Keyboards & Combos Group,Global,Strategic,Territory,End Customer,Global Strategic Customer,2025,Q1
NAM,LocalBiz087 Solutions,2024-Q4,2023-03-19,2024-06-15,3,Closed Won,1,Closed,BRIO 4K Webcam,BRIO 4K Webcam - Business Edition,192,543458.02,543458.02,960-100003,Line-03,Active,2025-08-27,006987487414QAN,Tablet Keyboards Education Group,Enterprise,Named,Territory,End Customer,Local Customer,2024,Q4
EAD,GlobalCorp004 Industries,2027-Q1,2023-12-02,2027-11-26,317,Closed Won,1,Closed,MeetUp,MeetUp - Business Edition,62,157161.33,157161.33,960-100001,Line-01,Active,2025-09-04,006170931591QAN,PC Keyboards & Combos Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2027,Q1
GEM,LocalBiz093 Solutions,2026-Q1,2023-07-09,2027-01-03,383,Pipeline,15,Pipeline,MX Keys for Business,MX Keys for Business - Business Edition,192,413576.8,413576.8,960-100004,Line-04,Active,2025-07-03,006886679572QAN,Pointing Devices Group,SMB,Named,Territory,End Customer,Local Customer,2026,Q1
NAM,LocalBiz061 Solutions,2025-Q3,2023-08-08,2025-10-12,59,Closed Won,1,Closed,Slim Folio Pro,Slim Folio Pro - Business Edition,189,408877.21,408877.21,960-100009,Line-09,Active,2025-11-02,006850978653QAN,Headsets Group,SMB,Territory,Territory,End Customer,Local Customer,2025,Q3
NAM,LocalBiz047 Solutions,2024-Q3,2023-01-06,2024-02-12,239,Closed Won,1,Closed,Tap Controller,Tap Controller - Business Edition,90,124181.1,124181.1,960-100002,Line-02,Active,2025-03-01,006223370461QAN,Webcams Group,SMB,,Named,End Customer,Local Customer,2024,Q3
EAD,LocalBiz067 Solutions,2026-Q4,2023-04-23,2026-11-04,375,Closed Won,1,Closed,Zone Wireless Plus,Zone Wireless Plus - Business Edition,22,5197.81,5197.81,960-100006,Line-06,Active,2025-04-26,006954478692QAN,VC Headsets Group,SMB,Named,Territory,End Customer,Local Customer,2026,Q4
GCN,LocalBiz047 Solutions,2025-Q3,2023-02-16,2025-06-21,390,Closed Won,1,Closed,Tap Controller,Tap Controller - Business Edition,79,133837.43,133837.43,960-100002,Line-02,Active,2025-11-24,006423370727QAN,Webcams Group,Enterprise,Named,Named,End Customer,Local Customer,2025,Q3
EAD,GlobalCorp029 Industries,2026-Q1,2023-06-16,2027-02-02,27,Need Assessment,29,Upside,Rugged Combo 4,Rugged Combo 4 - Business Edition,75,183562.89,183562.89,960-100007,Line-07,EOM,2025-11-10,006124561090QAN,Tablet Keyboards Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2026,Q1
GEM,LocalBiz062 Solutions,2024-Q3,2023-12-16,2024-11-21,291,Need Assessment,47,Upside,Tap Controller,Tap Controller - Business Edition,182,313082.41,313082.41,960-100002,Line-02,Active,2025-02-17,006152839391QAN,Webcams Group,Enterprise,,Territory,End Customer,Local Customer,2024,Q3
GEM,LocalBiz003 Solutions,2027-Q1,2023-09-04,2027-03-16,61,Closed Won,1,Closed,MX Keys for Business,MX Keys for Business - Business Edition,85,105135.49,105135.49,960-100004,Line-04,Active,2025-03-11,006856452801QAN,Pointing Devices Group,Enterprise,,Territory,End Customer,Local Customer,2027,Q1
GEM,LocalBiz032 Solutions,2025-Q2,2023-11-05,2025-07-24,51,Closed Won,1,Closed,MeetUp,MeetUp - Business Edition,183,343061.83,343061.83,960-100001,Line-01,Active,2025-02-04,006576935925QAN,PC Keyboards & Combos Group,Enterprise,Named,Named,End Customer,Local Customer,2025,Q2
GEM,LocalBiz013 Solutions,2026-Q3,2023-11-21,2026-11-18,133,Closed Won,1,Closed,Zone Wireless Plus,Zone Wireless Plus - Business Edition,182,209429.53,209429.53,960-100006,Line-06,Active,2025-11-25,006738399464QAN,VC Headsets Group,SMB,Territory,Territory,End Customer,Local Customer,2026,Q3
GEM,LocalBiz045 Solutions,2024-Q3,2023-01-14,2025-01-15,142,Pipeline,59,Commit,Rugged Combo 4,Rugged Combo 4 - Business Edition,150,208913.61,208913.61,960-100007,Line-07,Active,2025-07-27,006957445418QAN,Tablet Keyboards Group,SMB,,Named,End Customer,Local Customer,2024,Q3
EAD,GlobalCorp012 Industries,2026-Q2,2023-02-05,2027-06-03,230,Commit,75,Commit,Rugged Combo 4,Rugged Combo 4 - Business Edition,90,111201.05,111201.05,960-100007,Line-07,Active,2025-08-12,006550647975QAN,Tablet Keyboards Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2026,Q2
GEM,GlobalCorp022 Industries,2025-Q2,2023-11-07,2025-08-26,45,Closed Won,1,Closed,Rally Bar,Rally Bar - Business Edition,128,239120.35,239120.35,960-100000,Line-00,Phase out,2025-08-16,006638765466QAN,Video Collaboration Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2025,Q2
GEM,LocalBiz058 Solutions,2026-Q3,2023-05-14,2027-05-10,276,Need Assessment,62,Upside,Rally Bar,Rally Bar - Business Edition,119,223246.99,223246.99,960-100000,Line-00,Active,2025-01-10,006907304541QAN,Video Collaboration Group,SMB,,Named,End Customer,Local Customer,2026,Q3
GCN,GlobalCorp019 Industries,2027-Q1,2023-10-20,2027-12-26,271,Pipeline,12,Pipeline,MeetUp,MeetUp - Business Edition,20,4258.13,4258.13,960-100001,Line-01,Active,2025-08-08,006914929191QAN,PC Keyboards & Combos Group,Global,Strategic,Territory,End Customer,Global Strategic Customer,2027,Q1
